Timestamp,Temperature,Humidity,SoilMoisture,LightIntensity,PumpingStatus
1,26,80,46,0,0
6,26,80,46,0,0
11,26,80,46,0,0
16,26,80,46,0,0
21,26,80,46,0,0
26,26,80,45,0,0
31,26,80,46,0,0
36,26,80,46,0,0
41,26,80,46,0,0
47,26,80,46,0,0
51,26,80,46,0,0
56,26,80,46,0,0
61,26,80,46,0,0
66,26,80,46,0,0
71,26,80,46,0,0
76,26,80,46,0,0
81,26,80,46,0,0
86,26,80,46,0,0
91,26,80,46,0,0
96,26,80,46,0,0
101,26,80,46,0,0
106,26,80,46,0,0
111,26,80,46,0,0
116,26,80,46,0,0
121,26,80,46,0,0
126,26,80,46,0,0
131,26,80,46,0,0
136,26,80,46,0,0
141,26,80,46,0,0
146,26,80,46,0,0
151,26,80,46,0,0
156,26,80,46,0,0
161,26,80,46,0,0
166,26,80,46,0,0
171,26,80,46,0,0
176,26,80,46,0,0
181,25,80,46,0,0
186,26,81,46,0,0
191,26,80,46,0,0
196,26,81,46,0,0
201,26,80,46,0,0
206,26,80,46,0,0
211,25,80,46,0,0
216,26,80,46,0,0
221,26,80,46,0,0
226,26,80,46,0,0
231,26,80,46,0,0
236,26,80,46,0,0
241,26,81,46,0,0
246,25,81,46,0,0
251,26,81,46,0,0
256,26,81,46,0,0
261,26,81,46,0,0
266,26,81,46,0,0
271,26,80,46,0,0
276,25,80,46,0,0
281,26,80,46,0,0
286,26,80,46,0,0
291,26,80,46,0,0
296,26,80,46,0,0
301,26,80,46,0,0
306,26,80,46,0,0
311,26,80,46,0,0
316,26,80,46,0,0
321,26,80,47,0,0
326,26,80,46,0,0
331,26,80,46,0,0
336,26,80,46,0,0
341,26,80,46,0,0
346,26,80,46,0,0
351,26,80,46,0,0
356,26,80,46,0,0
361,26,80,46,0,0
366,26,80,46,0,0
371,26,80,46,0,0
376,26,80,46,0,0
381,26,80,46,0,0
386,26,80,46,0,0
391,26,80,46,0,0
396,26,80,46,0,0
401,26,80,47,0,0
406,26,80,46,0,0
411,26,80,46,0,0
416,26,80,46,0,0
421,26,80,46,0,0
426,26,80,46,0,0
431,26,80,46,0,0
436,26,80,46,0,0
441,26,80,46,0,0
446,26,81,46,0,0
452,26,80,46,0,0
456,26,80,46,0,0
461,26,80,46,0,0
466,26,80,46,0,0
471,26,80,46,0,0
476,25,80,46,0,0
481,26,80,46,0,0
486,25,80,46,0,0
491,26,80,46,0,0
496,26,80,46,0,0
501,26,80,46,0,0
506,26,80,46,0,0
511,26,80,46,0,0
516,26,80,46,0,0
521,26,80,46,0,0
526,26,80,46,0,0
531,25,80,46,0,0
536,25,80,46,0,0
541,26,80,46,0,0
546,26,80,46,0,0
552,26,80,46,0,0
556,26,80,46,0,0
561,26,80,47,0,0
566,25,80,46,0,0
571,26,80,46,0,0
576,26,80,46,0,0
581,26,80,46,0,0
586,26,80,46,0,0
591,26,80,46,0,0
596,25,80,46,0,0
601,26,80,46,0,0
606,26,80,46,0,0
611,26,80,46,0,0
616,26,80,46,0,0
621,26,80,46,0,0
626,26,80,46,0,0
631,26,80,46,0,0
636,26,80,46,0,0
641,26,80,46,0,0
646,26,80,46,0,0
651,26,80,46,0,0
656,26,80,47,0,0
661,26,80,46,0,0
666,26,80,46,0,0
671,26,80,46,0,0
707,26,80,46,0,0
707,26,80,46,0,0
707,26,80,46,0,0
707,26,80,46,0,0
707,26,80,46,0,0
707,26,81,46,0,0
707,26,80,46,0,0
711,26,80,46,0,0
720,26,80,46,0,0
725,26,80,47,0,0
730,26,80,46,0,0
735,26,80,46,0,0
740,26,80,46,0,0
745,26,80,46,0,0
750,26,80,47,0,0
756,26,80,46,0,0
760,25,80,46,0,0
765,26,81,46,0,0
770,26,80,46,0,0
775,26,80,46,0,0
780,26,80,46,0,0
785,26,80,47,0,0
790,26,80,46,0,0
795,26,80,46,0,0
800,26,80,46,0,0
805,26,80,46,0,0
810,26,80,47,0,0
815,26,80,46,0,0
821,25,80,46,0,0
825,26,80,46,0,0
830,26,80,46,0,0
835,26,80,46,0,0
840,26,80,47,0,0
845,26,80,46,0,0
850,25,80,46,0,0
855,26,80,46,0,0
860,26,80,46,0,0
865,26,80,46,0,0
870,26,80,46,0,0
875,26,80,46,0,0
880,26,80,46,0,0
885,25,80,47,0,0
890,26,80,46,0,0
895,26,80,46,0,0
900,26,80,46,0,0
905,26,80,46,0,0
910,26,80,47,0,0
915,26,80,46,0,0
920,26,80,47,0,0
925,26,80,47,0,0
930,26,80,46,0,0
935,26,80,46,0,0
941,26,80,47,0,0
945,26,80,46,0,0
950,26,80,46,0,0
955,26,80,46,0,0
960,26,80,46,0,0
965,26,80,46,0,0
970,26,80,46,0,0
975,26,80,46,0,0
980,26,80,47,0,0
985,26,80,46,0,0
990,26,80,46,0,0
995,26,80,46,0,0
1001,26,80,46,0,0
1005,26,80,46,0,0
1010,26,80,46,0,0
1015,26,80,46,0,0
1020,26,80,47,0,0
1025,26,80,47,0,0
1030,26,80,47,0,0
1035,26,80,47,0,0
1040,26,80,47,0,0
1045,25,80,47,0,0
1050,25,80,46,0,0
1055,26,80,46,0,0
1060,26,80,46,0,0
1065,26,80,46,0,0
1070,26,80,47,0,0
1075,26,80,46,0,0
1080,25,80,46,0,0
1085,26,80,46,0,0
1090,26,80,46,0,0
1095,26,80,46,0,0
1100,26,80,47,0,0
1105,26,80,47,0,0
1110,25,80,46,0,0
1115,25,80,46,0,0
1120,26,80,46,0,0
1125,26,80,47,0,0
1130,26,80,46,0,0
1135,26,80,46,0,0
1140,25,80,46,0,0
1145,25,80,47,0,0
1150,26,80,46,0,0
1155,26,80,46,0,0
1160,26,80,46,0,0
1165,26,80,46,0,0
1170,26,80,46,0,0
1175,25,80,47,0,0
1180,26,80,46,0,0
1185,26,80,46,0,0
1190,26,80,47,0,0
1195,26,80,46,0,0
1200,26,80,46,0,0
1205,26,80,47,0,0
1210,26,80,46,0,0
1215,26,80,46,0,0
1220,26,80,47,0,0
1225,26,80,46,0,0
1230,26,80,46,0,0
1235,26,80,47,0,0
1240,26,80,47,0,0
1245,26,80,47,0,0
1250,26,80,46,0,0
1255,26,80,47,0,0
1260,26,80,46,0,0
1265,26,80,46,0,0
1270,26,80,46,0,0
1275,26,80,47,0,0
1280,26,80,47,0,0
1285,26,80,46,0,0
1290,26,80,47,0,0
1295,26,80,46,0,0
1300,26,80,47,0,0
1305,26,80,46,0,0
1310,26,80,47,0,0
1315,26,80,46,0,0
1320,26,80,46,0,0
1325,26,80,46,0,0
1330,26,80,47,0,0
1335,26,80,46,0,0
1340,26,80,47,0,0
1345,26,80,46,0,0
1350,26,80,46,0,0
1355,26,80,47,0,0
1360,26,80,47,0,0
1365,26,80,46,0,0
1370,26,80,47,0,0
1375,26,80,47,0,0
1380,26,80,47,0,0
1385,26,80,47,0,0
1390,26,80,47,0,0
1395,26,80,47,0,0
1400,26,80,47,0,0
1405,26,80,47,0,0
1410,26,80,47,0,0
1415,26,80,47,0,0
1420,26,80,47,0,0
1425,26,80,47,0,0
1430,25,80,47,0,0
1435,25,80,47,0,0
1440,26,80,47,0,0
1445,26,80,47,0,0
1450,26,80,47,0,0
1455,26,80,47,0,0
1461,25,80,47,0,0
1465,26,80,47,0,0
1470,26,80,47,0,0
1475,26,80,47,0,0
1480,26,80,47,0,0
1485,26,80,47,0,0
1490,26,80,47,0,0
1495,26,80,47,0,0
1500,26,80,47,0,0
1505,26,80,47,0,0
1510,26,80,46,0,0
1515,26,80,47,0,0
1520,26,80,47,0,0
1525,25,80,47,0,0
1530,26,80,47,0,0
1535,26,80,47,0,0
1540,26,80,47,0,0
1545,26,80,47,0,0
1550,26,80,47,0,0
1555,25,80,47,0,0
1560,26,80,47,0,0
1565,26,80,47,0,0
1570,26,80,47,0,0
1575,26,80,47,0,0
1580,26,80,47,0,0
1585,26,80,47,0,0
1590,25,80,47,0,0
1596,26,80,47,0,0
1601,26,80,47,0,0
1606,26,80,47,0,0
1611,26,80,47,0,0
1616,26,80,47,0,0
1621,26,80,47,0,0
1626,26,80,47,0,0
1631,26,80,47,0,0
1636,26,80,47,0,0
1641,26,80,47,0,0
1646,26,80,47,0,0
1651,26,80,47,0,0
1656,25,80,47,0,0
1661,26,81,47,0,0
1666,26,80,47,0,0
1671,26,80,47,0,0
1676,26,80,47,0,0
1681,26,80,47,0,0
1686,25,80,47,0,0
1691,26,80,47,0,0
1696,25,80,47,0,0
1701,26,80,47,0,0
1706,26,80,47,0,0
1711,25,80,47,0,0
1716,25,80,47,0,0
1721,26,80,47,0,0
1726,26,80,47,0,0
1731,26,80,47,0,0
1736,26,80,47,0,0
1741,25,80,47,0,0
1746,25,80,47,0,0
1751,25,80,47,0,0
1756,26,80,47,0,0
1761,26,80,47,0,0
1766,25,80,47,0,0
1771,26,80,47,0,0
1776,26,80,47,0,0
1781,25,80,47,0,0
1786,26,80,47,0,0
1791,26,80,47,0,0
1796,26,80,47,0,0
1801,26,80,47,0,0
1806,26,80,47,0,0
1811,25,80,47,0,0
1816,26,80,47,0,0
1821,26,80,48,0,0
1826,25,80,47,0,0
1831,26,80,47,0,0
1836,26,80,47,0,0
1841,26,80,47,0,0
1846,26,80,47,0,0
1851,26,80,47,0,0
1856,26,80,47,0,0
1861,26,80,47,0,0
1866,26,80,47,0,0
1871,26,80,47,0,0
1876,25,80,47,0,0
1881,25,80,47,0,0
1886,25,80,47,0,0
1891,25,80,47,0,0
1896,26,80,47,0,0
1901,25,80,47,0,0
1906,25,80,47,0,0
1911,25,80,47,0,0
1916,26,80,47,0,0
1921,26,80,47,0,0
1926,25,80,47,0,0
1931,26,80,47,0,0
1936,26,80,47,0,0
1941,25,80,47,0,0
1946,25,80,47,0,0
1951,26,80,47,0,0
1956,26,80,47,0,0
1961,26,80,47,0,0
1966,25,80,47,0,0
1971,25,80,47,0,0
1976,25,80,47,0,0
1981,26,79,47,0,0
1986,26,80,47,0,0
1991,26,80,47,0,0
1996,26,80,47,0,0
2001,26,80,47,0,0
2006,25,80,47,0,0
2011,25,80,47,0,0
2016,26,80,47,0,0
2021,26,80,47,0,0
2026,25,80,47,0,0
2031,25,80,47,0,0
2036,25,80,47,0,0
2041,25,80,47,0,0
2046,26,80,47,0,0
2051,25,80,47,0,0
2056,25,80,47,0,0
2061,25,80,47,0,0
2066,25,80,47,0,0
2071,25,80,47,0,0
2076,25,80,47,0,0
2081,26,80,47,0,0
2086,26,80,47,0,0
2091,25,80,47,0,0
2096,25,80,47,0,0
2101,25,80,47,0,0
2106,25,80,47,0,0
2111,25,80,47,0,0
2116,25,80,47,0,0
2121,26,80,47,0,0
2126,25,80,47,0,0
2131,25,80,47,0,0
2136,25,80,47,0,0
2141,25,80,47,0,0
2146,25,80,47,0,0
2151,26,80,47,0,0
2156,26,80,47,0,0
2161,26,80,47,0,0
2166,26,80,47,0,0
2171,26,80,47,0,0
2176,26,80,47,0,0
2181,26,80,48,0,0
2186,26,80,47,0,0
2191,26,80,47,0,0
2196,26,80,47,0,0
2201,26,80,47,0,0
2206,26,80,47,0,0
2211,26,80,47,0,0
2216,26,80,47,0,0
2221,26,80,47,0,0
2226,26,80,47,0,0
2231,26,80,47,0,0
2236,26,79,47,0,0
2241,26,80,47,0,0
2246,26,80,47,0,0
2251,26,80,47,0,0
2256,26,80,47,0,0
2261,26,80,47,0,0
2266,25,80,47,0,0
2271,26,80,47,0,0
2276,26,80,47,0,0
2281,26,80,47,0,0
2286,26,80,47,0,0
2291,26,80,47,0,0
2296,25,80,47,0,0
2301,26,79,47,0,0
2306,26,80,47,0,0
2311,26,80,47,0,0
2316,25,80,47,0,0
2321,26,80,47,0,0
2326,25,80,47,0,0
2331,25,80,47,0,0
2336,26,80,47,0,0
2341,26,80,47,0,0
2346,25,80,47,0,0
2351,26,80,47,0,0
2356,25,80,47,0,0
2361,25,80,47,0,0
2366,25,80,47,0,0
2371,26,80,47,0,0
2376,26,79,47,0,0
2381,25,79,47,0,0
2386,25,79,47,0,0
2391,25,79,47,0,0
2396,25,79,47,0,0
2401,25,79,47,0,0
2406,25,79,47,0,0
2411,26,79,47,0,0
2416,26,79,47,0,0
2421,25,79,47,0,0
2426,25,79,47,0,0
2431,25,79,47,0,0
2436,25,79,47,0,0
2441,26,79,47,0,0
2446,25,79,47,0,0
2451,25,79,48,0,0
2456,26,79,47,0,0
2461,26,79,47,0,0
2466,25,79,47,0,0
2471,26,79,47,0,0
2476,25,79,47,0,0
2481,25,79,47,0,0
2486,25,79,47,0,0
2491,25,79,47,0,0
2496,25,79,47,0,0
2501,26,79,47,0,0
2506,26,79,47,0,0
2511,26,79,47,0,0
2516,25,79,47,0,0
2521,25,79,47,0,0
2526,25,79,47,0,0
2531,26,79,47,0,0
2536,26,79,47,0,0
2541,25,79,47,0,0
2546,26,79,47,0,0
2551,25,79,47,0,0
2556,26,79,47,0,0
2561,25,79,47,0,0
2566,25,79,47,0,0
2571,25,79,47,0,0
2576,25,79,47,0,0
2581,25,79,47,0,0
2586,25,79,47,0,0
2591,26,79,47,0,0
2596,25,79,47,0,0
2601,25,79,48,0,0
2606,26,79,47,0,0
2611,25,79,47,0,0
2616,25,79,47,0,0
2621,25,79,47,0,0
2626,25,79,47,0,0
2631,25,79,47,0,0
2636,25,79,47,0,0
2641,26,79,47,0,0
2646,25,79,47,0,0
2651,25,79,47,0,0
2656,25,79,47,0,0
2661,25,79,47,0,0
2666,25,79,47,0,0
2671,25,79,47,0,0
2676,25,79,48,0,0
2681,25,79,47,0,0
2686,25,79,47,0,0
2691,25,79,47,0,0
2696,25,79,47,0,0
2701,26,79,47,0,0
2706,25,79,47,0,0
2711,25,79,47,0,0
2716,25,79,47,0,0
2721,25,79,47,0,0
2726,25,79,47,0,0
2731,25,79,47,0,0
2736,25,79,47,0,0
2741,25,79,47,0,0
2746,25,79,47,0,0
2751,25,79,47,0,0
2756,25,79,47,0,0
2761,25,79,47,0,0
2766,25,79,47,0,0
2771,25,79,47,0,0
2776,25,79,47,0,0
2781,26,79,48,0,0
2786,25,79,47,0,0
2791,25,79,47,0,0
2796,25,79,47,0,0
2801,25,79,47,0,0
2806,25,79,47,0,0
2811,26,79,48,0,0
2816,26,79,47,0,0
2821,25,79,47,0,0
2826,25,79,48,0,0
2831,25,79,47,0,0
2836,25,79,47,0,0
2841,25,79,47,0,0
2846,25,79,47,0,0
2851,25,79,47,0,0
2856,25,79,47,0,0
2861,25,79,47,0,0
2866,25,79,48,0,0
2871,25,79,47,0,0
2876,25,79,47,0,0
2881,25,79,47,0,0
2886,25,79,48,0,0
2891,25,79,48,0,0
2896,25,79,47,0,0
2901,25,79,48,0,0
2906,25,79,47,0,0
2911,25,79,47,0,0
2916,25,79,47,0,0
2921,25,79,47,0,0
2926,25,79,47,0,0
2931,25,79,47,0,0
2936,25,79,47,0,0
2941,25,79,47,0,0
2946,25,79,47,0,0
2951,25,79,48,0,0
2956,25,79,48,0,0
2961,25,79,47,0,0
2966,25,79,47,0,0
2971,25,79,47,0,0
2976,25,79,47,0,0
2981,25,79,47,0,0
2986,25,79,47,0,0
2991,25,79,47,0,0
2996,25,79,48,0,0
3001,25,79,47,0,0
3006,25,79,47,0,0
3011,25,79,47,0,0
3016,25,79,47,0,0
3021,25,79,47,0,0
3026,25,79,47,0,0
3031,25,79,47,0,0
3036,25,79,47,0,0
3041,25,79,47,0,0
3046,25,79,47,0,0
3051,25,79,48,0,0
3056,25,79,47,0,0
3061,25,79,47,0,0
3066,25,79,47,0,0
3071,25,79,47,0,0
3076,25,79,47,0,0
3081,25,79,48,0,0
3086,25,79,47,0,0
3091,25,79,47,0,0
3096,25,79,47,0,0
3101,25,79,47,0,0
3106,25,79,48,0,0
3111,25,79,47,0,0
3116,25,79,47,0,0
3121,25,79,47,0,0
3126,26,79,47,0,0
3131,25,79,47,0,0
3137,25,79,47,0,0
3141,25,79,47,0,0
3146,25,79,47,0,0
3151,25,79,47,0,0
3156,25,79,47,0,0
3161,25,79,47,0,0
3166,26,79,47,0,0
3171,25,79,48,0,0
3176,25,79,48,0,0
3181,25,79,48,0,0
3186,25,79,48,0,0
3191,25,79,48,0,0
3196,25,79,48,0,0
3201,25,79,48,0,0
3206,25,79,48,0,0
3211,25,79,48,0,0
3216,25,79,48,0,0
3221,25,79,48,0,0
3226,25,79,47,0,0
3231,25,79,47,0,0
3236,25,79,47,0,0
3241,25,79,47,0,0
3246,25,79,47,0,0
3251,25,79,48,0,0
3256,25,79,48,0,0
3261,25,79,48,0,0
3266,25,79,47,0,0
3271,26,79,47,0,0
3276,26,79,48,0,0
3281,25,79,47,0,0
3286,25,79,47,0,0
3291,25,79,48,0,0
3296,26,79,47,0,0
3301,25,79,48,0,0
3306,25,79,47,0,0
3311,25,79,47,0,0
3316,25,79,48,0,0
3321,25,79,48,0,0
3326,25,79,48,0,0
3331,25,79,48,0,0
3336,25,79,47,0,0
3341,26,79,48,0,0
3346,25,79,47,0,0
3351,25,79,47,0,0
