Timestamp,Temperature,Humidity,SoilMoisture,LightIntensity,PumpingStatus
4,26,86,34,0,0
9,26,86,34,0,0
13,26,86,35,0,0
19,26,86,34,0,0
24,26,86,34,0,0
29,26,86,34,0,0
34,26,86,34,0,0
39,26,86,34,0,0
44,26,86,35,0,0
49,26,86,34,0,0
54,26,86,34,0,0
59,26,86,34,0,0
64,26,86,35,0,0
69,26,86,34,0,0
74,26,86,34,0,0
79,26,86,34,0,0
86,26,86,34,0,0
89,26,86,34,0,0
94,26,86,35,0,0
99,26,86,34,0,0
104,26,86,34,0,0
109,26,86,35,0,0
114,26,86,34,0,0
119,26,86,34,0,0
124,26,86,34,0,0
129,26,86,35,0,0
134,26,86,35,0,0
139,26,86,35,0,0
144,26,86,35,0,0
149,26,86,35,0,0
154,26,86,35,0,0
159,26,86,35,0,0
164,26,86,34,0,0
169,26,86,35,0,0
174,26,86,34,0,0
179,26,86,35,0,0
184,26,86,34,0,0
189,26,86,35,0,0
194,26,86,35,0,0
199,26,86,34,0,0
204,26,86,35,0,0
209,26,86,35,0,0
214,26,86,34,0,0
219,26,86,34,0,0
224,26,86,34,0,0
229,26,86,34,0,0
234,26,86,35,0,0
239,26,86,34,0,0
244,26,86,34,0,0
249,26,86,34,0,0
254,26,86,35,0,0
259,26,86,34,0,0
267,26,86,34,0,0
269,26,86,34,0,0
274,26,86,35,0,0
279,26,86,34,0,0
284,26,86,35,0,0
289,26,86,35,0,0
294,26,86,34,0,0
299,26,86,35,0,0
304,26,86,34,0,0
309,26,86,34,0,0
314,26,86,34,0,0
319,26,86,34,0,0
324,26,86,35,0,0
329,26,86,34,0,0
334,26,86,34,0,0
339,26,86,34,0,0
344,26,86,34,0,0
349,26,86,34,0,0
354,26,86,34,0,0
359,26,86,34,0,0
364,26,86,34,0,0
369,26,86,34,0,0
374,26,86,35,0,0
379,26,86,35,0,0
384,26,86,35,0,0
389,26,86,34,0,0
394,26,86,34,0,0
399,27,85,35,0,0
404,26,86,35,0,0
409,26,86,34,0,0
414,26,86,34,0,0
419,26,86,34,0,0
424,26,86,34,0,0
429,26,86,35,0,0
434,26,86,34,0,0
439,26,86,35,0,0
444,26,86,35,0,0
449,26,86,35,0,0
454,26,86,35,0,0
459,26,86,34,0,0
464,26,86,35,0,0
469,26,86,34,0,0
474,26,86,35,0,0
479,26,86,34,0,0
484,26,86,35,0,0
489,26,86,34,0,0
494,26,86,35,0,0
499,26,86,34,0,0
504,26,86,35,0,0
509,26,86,34,0,0
514,26,86,35,0,0
519,26,86,35,0,0
524,26,86,35,0,0
529,26,86,34,0,0
534,26,86,34,0,0
539,26,86,35,0,0
544,26,86,35,0,0
